Unnamed: 0,m49_code,food_supply_stage_Harvest
9937,404,False
13111,50,False
16852,686,False
9848,404,False
2007,180,False
22206,834,False
20788,800,False
5051,24,False
667,120,False
2380,204,True
11261,454,False
193,108,False
17435,686,False
4937,24,True
10487,430,False
6959,324,False
3119,231,False
4036,232,False
11042,454,False
5277,270,False
13247,50,False
16306,646,False
13240,50,False
4479,24,False
7116,356,False
8615,384,False
11208,454,False
21984,834,False
8928,384,False
13762,508,False
9648,404,False
8045,356,False
2627,204,False
13322,508,False
11543,458,False
12151,466,False
5227,270,False
20822,800,False
7094,356,False
24491,854,False
3770,231,True
25242,894,False
21521,800,False
5054,24,False
11244,454,False
3681,231,False
11279,454,True
78,108,False
9153,404,False
19722,729,False
8469,360,False
19850,729,True
10897,454,False
3761,231,False
12479,478,False
24429,854,False
12391,478,False
12233,478,False
18499,710,True
22283,834,False
705,120,False
13594,508,False
18297,710,False
372,108,False
12764,50,False
5613,270,False
24506,854,False
11833,466,False
6025,288,False
20468,768,False
8708,384,False
16944,686,False
1995,180,False
19904,729,False
17281,686,False
4540,24,False
17566,694,False
21512,800,False
12555,478,False
6672,324,False
13825,508,False
18514,710,True
22145,834,False
24607,854,False
4816,24,False
3274,231,False
16561,646,False
4688,24,False
12443,478,False
19792,729,False
16342,646,False
17334,686,False
21328,800,False
16187,646,False
19916,729,False
16346,646,True
18155,706,False
10485,430,False
16376,646,False
17026,686,True
13187,50,False
13384,508,False
5103,24,False
10856,454,False
1617,156,False
15757,624,True
21437,800,False
13147,50,False
24868,894,True
5386,270,False
6712,324,True
8681,384,False
4243,232,True
10962,454,True
5783,288,False
24044,854,False
20936,800,False
21836,834,True
5102,24,True
21567,800,False
12039,466,False
14230,516,False
9919,404,False
21195,800,False
1835,180,False
15790,624,False
19256,72,False
3951,232,False
25257,894,False
591,120,False
12040,466,False
8726,384,False
12429,478,False
10186,426,False
6655,324,False
10973,454,False
10496,430,True
14673,562,False
6062,288,True
2440,204,True
24013,854,False
14585,562,True
13727,508,True
24232,854,False
21258,800,False
11176,454,False
3157,231,False
2644,204,False
10583,450,False
22130,834,False
4620,24,True
16317,646,False
4544,24,False
5326,270,False
13079,50,False
8652,384,False
21874,834,False
21818,834,False
764,120,False
3535,231,False
21559,800,False
14137,516,False
10488,430,False
638,120,True
6486,288,False
2430,204,True
24802,894,True
5556,270,True
12368,478,True
17049,686,False
12060,466,False
12545,478,False
3658,231,False
3825,231,False
16217,646,True
12523,478,False
2091,180,False
11758,466,False
11022,454,True
7908,356,True
13068,50,False
10447,430,False
23978,854,True
20117,752,True
16488,646,False
9470,404,False
22365,834,True
1841,180,False
17997,706,True
20751,780,False
8938,384,False
14847,566,False
24918,894,False
3536,231,False
12622,478,False
15956,624,False
178,108,False
13255,50,False
16345,646,False
6021,288,False
2932,231,False
22263,834,True
21955,834,True
20406,768,True
4627,24,False
13150,50,False
20612,768,False
14557,562,False
1545,156,False
2851,204,True
3732,231,False
550,116,False
2131,180,False
6049,288,False
16281,646,True
18411,710,False
20827,800,True
19539,72,True
24869,894,True
1996,180,False
11946,466,False
6022,288,False
6441,288,False
5742,275,False
10337,426,False
1376,148,False
1272,148,False
17975,706,False
4595,24,False
291,108,False
17839,704,False
17025,686,False
2069,180,False
25154,894,False
3699,231,False
19386,72,False
10974,454,False
19215,72,False
17667,694,False
6847,324,False
324,108,True
13717,508,False
9743,404,False
894,120,True
16776,686,False
16925,686,False
24058,854,False
5072,24,False
4717,24,False
16242,646,False
10491,430,False
107,108,False
7078,356,False
5188,246,False
13719,508,True
20478,768,False
1088,148,True
3382,231,False
1356,148,False
7339,356,False
12312,478,False
14417,562,False
7113,356,False
13388,508,False
13493,508,False
12238,478,False
20959,800,True
20283,768,False
789,120,False
13736,508,False
5389,270,False
10800,454,False
24054,854,False
1844,180,False
16209,646,False
5274,270,False
10653,450,True
20274,768,False
11439,454,False
579,120,False
11236,454,False
3781,231,True
16241,646,False
18584,710,False
24609,854,True
5936,288,False
360,108,False
22219,834,False
24089,854,False
10532,430,False
9543,404,False
20758,788,False
10065,404,False
22155,834,False
14452,562,True
17093,686,False
11036,454,False
15755,624,False
10047,404,False
10845,454,True
22023,834,True
15533,608,False
5924,288,False
3364,231,False
14038,516,False
1553,156,False
17350,686,False
4686,24,False
15115,566,False
10781,450,False
485,108,False
21256,800,False
9879,404,False
11143,454,False
41,108,True
11189,454,False
16304,646,True
16550,646,False
14074,516,False
7034,324,False
18917,716,False
12727,50,False
5228,270,False
16171,646,False
20451,768,False
2520,204,False
25136,894,False
16988,686,False
17663,694,False
11786,466,False
1183,148,False
6692,324,False
6217,288,False
3806,231,False
14057,516,False
3927,231,False
7238,356,False
8250,356,False
8853,384,False
15064,566,False
2083,180,False
2530,204,False
12885,50,True
22095,834,False
1092,148,False
4372,232,False
13975,516,False
25107,894,True
16004,624,False
22205,834,False
9925,404,False
16975,686,False
10701,450,False
2770,204,False
5935,288,False
12922,50,False
1190,148,False
17541,694,False
21122,800,False
2516,204,False
9241,404,False
25035,894,True
5371,270,False
24253,854,False
21908,834,False
16373,646,False
4690,24,False
6061,288,False
13716,508,False
20984,800,False
12412,478,False
4018,232,True
8994,384,False
13742,508,False
11040,454,False
24323,854,False
11815,466,True
4657,24,False
13542,508,False
10662,450,False
16265,646,False
9838,404,False
14665,562,False
25039,894,False
3600,231,True
6785,324,False
810,120,False
25024,894,False
17779,694,False
5882,288,False
14618,562,False
9651,404,False
17468,686,False
5958,288,False
616,120,False
1459,148,False
12857,50,False
22274,834,False
23975,854,False
25072,894,False
5409,270,False
8046,356,False
2993,231,False
10702,450,False
21440,800,True
521,116,False
4161,232,False
1400,148,False
5068,24,False
24023,854,True
22231,834,False
1918,180,False
4564,24,False
22111,834,True
13478,508,False
5531,270,False
16599,646,False
10963,454,False
2052,180,True
7079,356,False
14572,562,False
2735,204,False
10028,404,False
9109,404,False
14756,562,False
16708,646,False
17320,686,True
12172,478,False
19719,729,False
15055,566,False
16163,646,False
13662,508,False
9684,404,False
24372,854,False
6241,288,False
21884,834,False
2160,192,False
2931,231,False
4710,24,False
2741,204,False
24267,854,False
24920,894,False
20694,768,True
10293,426,False
13508,508,False
1443,148,False
25245,894,False
15837,624,False
15658,624,False
25343,894,False
8458,360,False
22351,834,False
6448,288,False
21011,800,True
3445,231,False
10098,410,False
574,120,False
16396,646,False
14409,558,False
15787,624,False
19697,729,False
15530,608,False
1031,148,False
7412,356,False
5444,270,True
8487,364,False
52,108,False
42,108,False
17014,686,True
11522,454,False
4476,24,False
12642,478,False
11676,466,False
1541,156,False
15862,624,False
7320,356,False
24086,854,False
8076,356,False
11210,454,False
20251,768,False
16658,646,False
8861,384,True
14022,516,False
24258,854,False
17217,686,False
10692,450,False
3319,231,False
13306,504,False
19879,729,False
363,108,True
20914,800,False
11239,454,True
10038,404,True
3172,231,False
14497,562,False
7074,356,False
12047,466,False
11908,466,False
4493,24,False
12389,478,True
16556,646,False
12216,478,True
16518,646,False
11948,466,False
2125,180,False
701,120,False
24165,854,False
3436,231,True
2046,180,False
4696,24,False
444,108,False
279,108,False
9372,404,False
12104,466,False
6806,324,False
3478,231,False
14279,516,False
21938,834,True
3037,231,False
3598,231,False
1448,148,True
23953,854,True
11290,454,False
1556,156,False
16634,646,False
24764,894,False
21461,800,False
2999,231,False
4288,232,False
22033,834,False
9456,404,False
15581,608,False
15137,566,False
14954,566,False
25310,894,False
19790,729,False
9025,400,False
5388,270,False
13930,51,False
17423,686,False
12574,478,False
15995,624,True
17015,686,False
10421,426,False
15144,566,False
4454,24,False
16349,646,False
8825,384,False
9685,404,False
19937,729,True
14434,562,False
11291,454,True
6478,288,False
934,144,False
11562,466,False
11238,454,False
2703,204,False
833,120,False
10575,450,False
3772,231,False
1306,148,False
25138,894,False
9667,404,False
13554,508,True
9065,404,False
10479,430,False
11673,466,True
4391,232,False
14863,566,False
20302,768,False
822,120,False
11041,454,True
15172,566,True
12333,478,False
2991,231,False
14837,566,False
2127,180,True
22087,834,True
1169,148,False
7445,356,False
10584,450,False
21270,800,False
2772,204,True
21555,800,False
2101,180,False
16959,686,False
3782,231,False
8488,364,True
24287,854,False
19366,72,False
826,120,False
396,108,False
827,120,False
19769,729,False
16333,646,False
11685,466,False
12379,478,False
3575,231,True
13651,508,False
12209,478,False
22112,834,False
1375,148,False
17330,686,True
17192,686,False
5814,288,False
23673,840,False
21176,800,False
10889,454,False
510,108,False
1288,148,True
8460,360,False
1364,148,False
4983,24,False
23907,854,True
5166,246,False
13074,50,True
12889,50,False
10448,430,False
4462,24,False
16078,624,False
19387,72,False
640,120,False
18069,706,False
2320,204,False
3864,231,False
1051,148,False
9164,404,False
9856,404,False
3310,231,False
12901,50,False
3824,231,False
3931,231,True
7635,356,False
18119,706,False
10455,430,False
24965,894,False
630,120,False
3992,232,False
9373,404,False
20201,760,True
10516,430,True
24576,854,True
16470,646,False
12721,50,False
22088,834,False
2791,204,False
7367,356,False
10681,450,False
15162,566,False
5875,288,False
10644,450,False
21825,834,False
24971,894,False
15767,624,False
9693,404,False
11965,466,False
10234,426,False
12143,466,True
17634,694,False
13060,50,False
9468,404,False
1874,180,False
14926,566,False
13121,50,True
19143,72,False
4165,232,False
9649,404,False
12909,50,False
23976,854,False
3998,232,True
11918,466,False
4333,232,False
2865,204,False
15096,566,False
1136,148,False
278,108,False
9741,404,False
395,108,False
24660,894,False
10464,430,False
16941,686,False
5652,270,False
16710,646,False
13244,50,False
4271,232,False
9785,404,False
24504,854,False
21221,800,False
12079,466,False
21405,800,False
15692,624,False
14107,516,False
20349,768,False
24021,854,False
11834,466,False
13139,50,False
13120,50,True
20179,76,False
10930,454,True
9727,404,True
20502,768,False
1115,148,False
2264,204,False
5702,270,True
16440,646,False
4037,232,True
9108,404,False
7999,356,False
2972,231,False
551,116,False
4754,24,False
9417,404,False
21042,800,False
9682,404,False
4588,24,False
17286,686,True
24084,854,False
24762,894,False
13136,50,False
1483,148,False
24933,894,True
22265,834,True
12899,50,False
626,120,False
15248,566,False
15206,566,False
14802,562,False
16554,646,False
14234,516,False
22388,834,False
13397,508,False
4793,24,False
6901,324,False
1590,156,False
21929,834,False
25188,894,False
24470,854,False
15960,624,False
20446,768,False
25377,894,False
20476,768,False
2672,204,False
25037,894,False
790,120,False
1150,148,False
21384,800,False
21783,826,False
19518,72,False
6218,288,False
1979,180,True
5700,270,False
10704,450,True
13430,508,False
16590,646,False
16234,646,False
12586,478,False
10520,430,True
18156,706,False
12290,478,False
9418,404,True
15388,586,True
5945,288,False
5443,270,False
9414,404,False
13046,50,False
455,108,True
16390,646,False
14762,562,False
17057,686,False
13917,51,False
3403,231,False
21530,800,False
7998,356,False
10509,430,False
23083,840,False
9882,404,True
15691,624,False
13115,50,False
20897,800,False
19065,716,False
10202,426,False
11538,454,False
17924,706,False
12319,478,True
4541,24,False
18816,716,False
13307,504,False
17726,694,False
301,108,False
11975,466,True
25262,894,False
10665,450,False
4773,24,False
899,120,True
2588,204,False
2563,204,False
24633,854,False
12498,478,False
486,108,True
734,120,False
17419,686,False
17813,694,False
4285,232,True
11097,454,False
19100,716,True
4574,24,False
5850,288,False
5083,24,False
15170,566,False
19939,729,False
15732,624,False
7414,356,True
24850,894,False
5226,270,False
1998,180,False
12014,466,False
17740,694,False
519,116,False
2526,204,False
9652,404,False
15659,624,False
15580,608,False
1559,156,False
14454,562,False
9355,404,False
11787,466,False
21479,800,False
18960,716,False
19709,729,True
20805,800,False
20383,768,False
1605,156,False
14844,566,False
24,108,False
233,108,False
4792,24,False
210,108,False
2049,180,False
14155,516,True
23550,840,False
11682,466,False
12456,478,False
21182,800,False
3786,231,False
5002,24,False
21840,834,False
18104,706,False
2084,180,True
14826,566,False
13148,50,False
2065,180,False
14896,566,False
4494,24,False
11460,454,False
7418,356,False
20611,768,False
3762,231,True
12107,466,True
16657,646,False
13089,50,False
15394,586,True
14296,516,False
17977,706,False
13580,508,False
6518,288,True
652,120,False
2369,204,True
1843,180,False
19124,716,False
13216,50,False
11407,454,False
1610,156,False
9546,404,False
1197,148,True
15855,624,False
16254,646,False
1425,148,True
8041,356,False
4289,232,False
21522,800,False
24200,854,True
71,108,False
9331,404,False
17709,694,True
11544,458,False
10291,426,False
6152,288,True
9395,404,True
2089,180,False
21625,800,False
16638,646,False
464,108,False
21447,800,False
9886,404,False
6458,288,False
13750,508,True
10745,450,False
16817,686,False
10306,426,False
14436,562,False
13113,50,False
7411,356,False
2619,204,False
6827,324,False
16992,686,False
1745,180,False
8862,384,False
1604,156,False
24337,854,False
19312,72,True
11052,454,False
13591,508,False
5873,288,False
20718,768,False
12916,50,False
14835,566,False
21439,800,False
19088,716,False
10574,450,True
16600,646,False
10419,426,True
19219,72,False
8659,384,True
3605,231,False
21144,800,False
4228,232,False
16886,686,False
11813,466,False
9529,404,False
3847,231,False
10975,454,False
23414,840,False
11380,454,True
16810,686,False
120,108,False
4761,24,True
13288,504,False
716,120,False
10802,454,False
12458,478,False
11761,466,False
19736,729,False
17467,686,False
3012,231,False
393,108,True
1352,148,False
6408,288,False
1760,180,False
11357,454,False
6075,288,False
13170,50,False
24292,854,False
13212,50,False
3249,231,False
4432,24,False
3638,231,False
4329,232,False
24560,854,False
21889,834,False
2490,204,False
19484,72,False
14647,562,False
20286,768,False
13270,504,True
15160,566,False
25277,894,False
21235,800,False
19814,729,False
3217,231,False
6466,288,False
19271,72,False
4883,24,True
4121,232,False
14575,562,True
9822,404,False
25023,894,False
7018,324,False
201,108,False
18997,716,False
23939,854,False
13098,50,False
18296,710,True
22162,834,False
7362,356,False
1046,148,False
4396,24,False
17260,686,False
15200,566,False
17130,686,False
24745,894,False
4522,24,False
9668,404,False
14656,562,True
7396,356,False
16650,646,False
1258,148,False
12256,478,True
1761,180,False
1391,148,False
25041,894,True
2800,204,False
16682,646,False
11358,454,False
14346,524,False
21907,834,False
11401,454,False
17810,694,True
9378,404,False
19851,729,False
12433,478,False
2176,202,False
2148,180,False
3559,231,False
15191,566,False
13085,50,False
12553,478,False
22339,834,True
6919,324,False
467,108,False
13672,508,False
6157,288,False
6711,324,False
14537,562,False
21480,800,False
3322,231,False
4014,232,False
4852,24,False
748,120,False
5540,270,False
11741,466,False
8763,384,False
702,120,False
16415,646,False
1145,148,True
7284,356,False
20668,768,False
5853,288,False
14565,562,False
22262,834,False
1798,180,False
9961,404,False
4886,24,False
18395,710,True
17850,706,False
9076,404,True
1657,156,False
3154,231,False
12390,478,False
4531,24,True
15283,566,False
19388,72,True
25259,894,True
10030,404,False
1308,148,False
11292,454,False
4661,24,True
16259,646,False
18876,716,False
11227,454,False
15237,566,False
1390,148,True
14310,524,False
18995,716,False
3956,232,False
4926,24,False
14170,516,False
19745,729,False
15113,566,False
20541,768,False
4857,24,False
1912,180,True
16030,624,True
10039,404,False
20638,768,False
4312,232,False
10691,450,False
21146,800,False
16538,646,False
17608,694,True
18121,706,False
11806,466,False
16624,646,False
1800,180,False
22032,834,True
16045,624,True
13097,50,False
10920,454,True
13104,50,False
2827,204,False
22287,834,False
2631,204,True
24185,854,False
13165,50,False
1229,148,True
12244,478,True
8613,384,False
17549,694,False
6428,288,False
14262,516,False
17554,694,False
9776,404,False
20301,768,True
5566,270,False
23987,854,False
2257,204,False
4956,24,False
13267,504,False
439,108,False
8472,360,False
11096,454,False
13142,50,False
12275,478,False
12716,50,False
16142,626,False
5797,288,False
13452,508,False
1032,148,False
14438,562,True
21817,834,True
13040,50,False
16257,646,False
18900,716,False
4180,232,False
21909,834,False
15263,566,False
4145,232,True
16586,646,False
1174,148,False
18958,716,True
2161,192,False
14905,566,False
17283,686,False
14251,516,False
11275,454,False
17228,686,False
4907,24,False
15295,566,True
14790,562,True
20789,800,False
24659,894,False
1548,156,False
3219,231,False
18534,710,True
13338,508,False
25194,894,True
9002,384,False
14582,562,False
13992,516,False
11008,454,False
9377,404,False
21273,800,False
24474,854,False
1542,156,False
12378,478,False
18515,710,False
16684,646,False
14474,562,False
22070,834,False
16840,686,False
25160,894,False
5757,288,False
1023,148,False
7093,356,False
9313,404,True
11456,454,False
2237,204,False
16819,686,False
508,108,False
3447,231,False
12279,478,False
14987,566,False
21261,800,True
10944,454,True
10204,426,True
8956,384,False
1805,180,False
21199,800,False
4497,24,False
8651,384,False
17114,686,False
17807,694,False
24767,894,False
14773,562,False
13411,508,False
11240,454,False
20938,800,True
11102,454,False
12522,478,False
144,108,False
14480,562,False
15662,624,True
2408,204,False
18231,706,False
19234,72,True
4390,232,False
6060,288,False
15717,624,False
1766,180,True
16906,686,False
13101,50,False
20863,800,False
6035,288,True
21852,834,False
6902,324,True
20843,800,False
15285,566,True
14675,562,False
17112,686,False
24121,854,False
1097,148,False
11425,454,False
18413,710,False
10050,404,False
24847,894,False
11120,454,False
3204,231,True
24597,854,False
2258,204,False
209,108,False
17766,694,True
3442,231,False
9934,404,False
10034,404,False
24724,894,False
4853,24,False
14845,566,True
15085,566,False
20430,768,False
2088,180,False
15804,624,True
25007,894,False
25002,894,False
4016,232,False
25192,894,False
10053,404,False
18921,716,False
1594,156,False
2351,204,False
14886,566,False
6378,288,True
24403,854,False
2267,204,True
19465,72,False
5743,275,True
2589,204,False
7392,356,False
300,108,False
12486,478,False
24565,854,True
14799,562,False
13106,50,False
21590,800,False
18896,716,False
10771,450,True
17436,686,False
19444,72,False
5412,270,False
19946,729,False
16661,646,False
3974,232,False
11504,454,False
11336,454,False
15536,608,False
24291,854,False
16818,686,False
25364,894,False
2211,204,True
6751,324,True
11639,466,False
7393,356,False
23944,854,False
21781,826,False
15984,624,False
7136,356,False
15741,624,False
21147,800,False
6808,324,False
13633,508,False
16720,646,False
1876,180,False
9707,404,False
14584,562,False
13427,508,False
443,108,False
4185,232,False
11118,454,True
21110,800,False
12877,50,False
19712,729,False
1932,180,False
13962,516,False
15366,578,False
13271,504,False
16290,646,True
10294,426,True
20940,800,False
19028,716,False
13529,508,False
14135,516,False
18195,706,False
14930,566,True
11023,454,False
13659,508,False
19710,729,False
21966,834,False
16516,646,False
7997,356,False
17315,686,False
9298,404,False
3522,231,False
1265,148,False
5106,24,False
13257,50,False
22220,834,True
5422,270,False
13233,50,False
15661,624,False
6498,288,True
7286,356,False
2460,204,False
21292,800,False
3397,231,False
24325,854,False
21568,800,True
11592,466,False
12464,478,False
7291,356,False
2911,222,False
3646,231,False
24268,854,False
13162,50,False
8973,384,False
11930,466,False
24402,854,False
17797,694,False
14264,516,True
22364,834,False
17664,694,False
3730,231,False
10661,450,False
4906,24,True
10929,454,False
24202,854,False
20637,768,False
24026,854,False
232,108,False
21219,800,True
21533,800,False
12077,466,True
19867,729,True
7649,356,False
1977,180,False
3537,231,False
818,120,False
20839,800,False
1515,156,False
7391,356,True
1591,156,False
1250,148,False
5767,288,False
25306,894,False
1537,156,True
24595,854,False
16102,624,False
22036,834,False
2951,231,True
21062,800,False
5628,270,True
21348,800,False
19866,729,False
512,11,False
3636,231,False
553,116,False
13621,508,False
9974,404,False
12358,478,False
6530,288,False
20322,768,False
16401,646,False
9387,404,False
19731,729,False
13339,508,False
4012,232,False
564,116,False
5674,270,False
18902,716,False
446,108,True
6210,288,True
13632,508,False
17044,686,False
7996,356,False
14764,562,False
8447,360,False
5776,288,True
22055,834,False
11280,454,False
19199,72,False
11991,466,False
7759,356,False
501,108,False
9215,404,False
17160,686,False
588,120,True
1422,148,True
12088,466,False
24356,854,False
10595,450,False
17686,694,True
8764,384,True
25057,894,True
20334,768,False
4222,232,False
116,108,False
13327,508,True
17045,686,False
17594,694,True
19735,729,True
12204,478,False
3345,231,False
14948,566,True
15805,624,False
13160,50,False
2730,204,False
12904,50,False
13578,508,True
3404,231,False
5944,288,False
25412,894,False
3134,231,False
6863,324,False
10498,430,True
3265,231,False
21290,800,False
3805,231,False
11721,466,False
11646,466,False
14864,566,True
21346,800,False
15254,566,True
1458,148,True
14527,562,False
14950,566,False
25379,894,False
5920,288,False
303,108,False
8948,384,False
3691,231,False
6141,288,False
22313,834,False
15531,608,False
12357,478,False
2174,202,False
17906,706,False
9229,404,True
737,120,True
1449,148,False
18141,706,False
13894,508,True
20407,768,False
4921,24,False
6479,288,True
20826,800,False
16530,646,False
19067,716,False
2322,204,False
12533,478,False
12478,478,False
21872,834,True
11629,466,False
7846,356,False
20776,800,False
17681,694,True
20227,768,False
14763,562,False
1341,148,False
24851,894,False
4446,24,False
11378,454,False
17624,694,False
24327,854,False
13386,508,False
22425,840,False
20445,768,True
16742,68,False
6786,324,False
16531,646,False
6845,324,False
21438,800,False
2312,204,False
10790,454,False
17046,686,True
21573,800,False
17398,686,False
16487,646,False
9788,404,False
9823,404,False
19796,729,False
9385,404,False
3803,231,False
20610,768,False
22465,840,False
12377,478,False
12660,484,False
8485,364,True
17925,706,False
9112,404,False
4441,24,False
9839,404,False
1854,180,False
1111,148,True
13335,508,False
9842,404,False
15611,624,False
1922,180,False
1480,148,False
11920,466,False
1555,156,False
308,108,True
177,108,True
10548,430,False
3929,231,False
21374,800,False
10336,426,True
24610,854,False
20719,768,False
4183,232,True
17799,694,False
16651,646,False
11310,454,False
10928,454,False
15644,624,False
5699,270,False
9860,404,False
4726,24,False
1318,148,False
5317,270,False
4873,24,False
1940,180,True
14918,566,False
17129,686,False
15532,608,False
6561,31,False
22340,834,False
11574,466,True
12325,478,False
8996,384,False
1535,156,False
5410,270,False
15246,566,False
14949,566,False
765,120,False
16414,646,False
21477,800,False
13700,508,False
17024,686,False
11881,466,False
24797,894,False
12097,466,False
4527,24,False
17636,694,True
22319,834,True
2239,204,False
13135,50,True
1751,180,False
21446,800,False
11390,454,False
1620,156,False
12022,466,False
11050,454,False
4836,24,True
24880,894,False
11546,458,False
10484,430,False
11794,466,False
6923,324,True
9147,404,True
24198,854,False
16185,646,False
24271,854,True
5731,270,True
1623,156,False
21519,800,False
3746,231,False
21012,800,False
9796,404,False
11926,466,False
20647,768,False
7073,356,False
5492,270,False
17870,706,False
16539,646,False
2387,204,False
16956,686,False
25178,894,False
11822,466,False
14042,516,False
24339,854,False
21842,834,False
15119,566,True
7994,356,False
8067,356,False
11089,454,True
4984,24,True
22034,834,False
16164,646,False
17828,704,False
10634,450,False
13137,50,False
25145,894,False
16446,646,False
3784,231,False
20660,768,False
13057,50,False
18463,710,False
11686,466,False
5994,288,False
1000,148,False
2733,204,False
14456,562,False
19856,729,False
15376,586,False
16598,646,False
15958,624,True
19159,72,False
6942,324,False
24906,894,False
9415,404,False
10476,430,False
18898,716,True
8355,356,False
13702,508,True
16697,646,True
12874,50,False
5812,288,False
16413,646,True
11508,454,False
2438,204,False
7080,356,False
15578,608,False
19925,729,False
1134,148,False
5992,288,False
4622,24,False
12270,478,False
18047,706,False
8237,356,True
5588,270,False
18941,716,False
10586,450,False
12853,50,False
3185,231,False
17182,686,False
5242,270,False
13239,50,False
6828,324,False
16771,686,False
12152,466,True
18940,716,True
22276,834,False
2230,204,False
13065,50,False
1781,180,False
8047,356,False
185,108,False
1598,156,False
5036,24,True
24101,854,True
269,108,True
17162,686,True
16195,646,False
10840,454,False
1628,156,False
10816,454,False
13791,508,False
8930,384,False
5026,24,False
11711,466,False
5872,288,True
15853,624,True
13155,50,False
18194,706,False
10539,430,False
10553,430,True
16563,646,False
5025,24,False
1974,180,True
20358,768,True
487,108,False
3362,231,False
7368,356,False
5603,270,False
12862,50,False
19102,716,False
11494,454,False
21837,834,False
14010,516,False
10308,426,False
16370,646,False
19889,729,False
10734,450,False
13186,50,False
19122,716,True
4350,232,False
12170,478,False
18240,710,False
21076,800,False
18239,710,False
3705,231,False
19218,72,False
19959,729,True
24543,854,False
12903,50,False
1059,148,False
14609,562,False
1939,180,False
24710,894,True
21942,834,False
21634,804,False
10605,450,False
259,108,False
329,108,True
17115,686,False
14218,516,False
11404,454,False
6050,288,False
19255,72,False
4916,24,True
2154,188,False
21025,800,True
6365,288,False
12898,50,False
24731,894,False
13788,508,True
21993,834,False
15636,624,False
10068,404,False
20635,768,False
7235,356,False
9633,404,False
5579,270,False
10174,426,False
10350,426,True
14312,524,False
9142,404,False
13226,50,False
13593,508,False
11099,454,False
11325,454,False
1471,148,False
18120,706,True
21535,800,False
5120,242,False
8992,384,False
5372,270,True
12370,478,False
13527,508,True
10613,450,True
4770,24,False
1128,148,False
5709,270,False
13638,508,False
20731,768,False
21038,800,False
13816,508,False
1076,148,False
20479,768,True
5219,270,False
85,108,False
7361,356,False
17096,686,False
3435,231,False
21951,834,False
13265,50,False
2854,204,False
25345,894,False
13597,508,False
1381,148,False
11437,454,False
21314,800,False
22399,834,True
1780,180,False
5698,270,False
18343,710,False
23148,840,False
8075,356,False
21829,834,False
20371,768,True
354,108,False
13412,508,False
2311,204,False
6710,324,False
10960,454,False
5322,270,False
8631,384,True
70,108,False
19120,716,False
21185,800,False
8974,384,False
8462,360,False
25380,894,False
2894,208,False
13867,508,False
25077,894,False
7843,356,False
3823,231,False
25293,894,False
12010,466,True
3955,232,False
11832,466,False
11206,454,False
15182,566,False
2913,222,False
1167,148,False
21518,800,True
17150,686,False
1549,156,False
20662,768,False
5436,270,False
6825,324,False
5942,288,False
17319,686,False
13724,508,False
5325,270,False
14555,562,False
19423,72,False
13112,50,False
2,104,False
4806,24,False
8995,384,False
3564,231,False
20634,768,False
17783,694,False
867,120,False
21554,800,False
20968,800,False
16158,646,False
14700,562,False
6517,288,False
21882,834,False
1264,148,True
7646,356,False
4755,24,False
14464,562,False
21965,834,False
5124,242,False
5229,270,True
19760,729,False
16358,646,False
16991,686,False
13286,504,False
19105,716,False
21696,826,False
2227,204,False
4351,232,False
24833,894,False
20588,768,False
15086,566,False
22146,834,False
11506,454,False
21676,818,False
19195,72,False
11610,466,False
14089,516,True
10527,430,False
8015,356,False
24334,854,True
12133,466,False
9021,400,False
14635,562,False
21514,800,False
5092,24,False
13417,508,True
3250,231,True
24155,854,False
15273,566,False
24374,854,False
21513,800,False
1949,180,False
25121,894,False
24302,854,False
16537,646,False
4957,24,False
17400,686,False
3604,231,False
408,108,False
18012,706,False
24897,894,False
15198,566,True
314,108,False
1412,148,False
24676,894,False
13763,508,False
17512,688,False
13764,508,False
10493,430,False
17124,686,False
12258,478,False
9900,404,False
11435,454,False
5485,270,False
10483,430,False
14123,516,False
21873,834,False
11392,454,True
19160,72,False
12539,478,False
5293,270,True
18318,710,False
387,108,True
9531,404,False
22349,834,False
6187,288,False
13761,508,False
19480,72,True
14737,562,True
12402,478,False
1624,156,False
16722,646,False
18939,716,False
11692,466,True
16562,646,False
15902,624,True
8405,36,False
25359,894,False
7394,356,False
13428,508,True
12690,484,False
4872,24,True
18429,710,False
10645,450,False
20517,768,True
9419,404,False
236,108,False
16233,646,False
4684,24,False
4611,24,False
8630,384,False
12201,478,False
3496,231,False
14138,516,False
18901,716,False
186,108,False
21423,800,False
13635,508,True
24289,854,False
819,120,True
18500,710,False
1249,148,False
21383,800,False
21388,800,True
13800,508,False
20877,800,False
6450,288,False
25172,894,False
17752,694,False
18031,706,False
1044,148,True
22015,834,True
20850,800,False
14655,562,False
11824,466,False
3305,231,False
22335,834,True
16808,686,True
5516,270,False
18138,706,False
3416,231,False
21592,800,True
12288,478,False
25375,894,False
14313,524,False
6076,288,False
15258,566,False
140,108,False
4705,24,False
5461,270,False
19804,729,False
19772,729,False
5266,270,False
14199,516,False
1840,180,True
222,108,False
16611,646,False
14839,566,True
5876,288,False
10502,430,True
2109,180,False
11037,454,False
24393,854,False
21636,804,False
996,148,False
23498,840,False
13235,50,False
12332,478,True
13167,50,True
9301,404,True
14657,562,False
18797,716,True
18032,706,True
16069,624,False
19052,716,False
25020,894,False
21531,800,False
19891,729,False
4740,24,False
8231,356,False
4506,24,False
317,108,False
17651,694,False
13665,508,False
